XMLType,DigitalCollectionsURLs,UMDM,UMAM,SharestreamURLs,Identifier,FileName,DurationMasters,DurationDerivatives,DigitizationNotes,DigitizedByDept,DigitizedByPers,DateDigitized,PlaybackDevice,AnalogInterface,DigitizationSoftware,Title,AlternateTitle,Creator,CreatorType,Contributor,ContributorType,Provider/Publisher,Provider/PublisherType,Description/Summary,Department,FedoraCollection,DateAttribute,DateCreated,OriginalBroadcastDate,Century,Language,Accession,ArchivalCollection,Series,Subseries,Box,Item,CopyrightHolder,Rights,RepositoryBrowse,RecordingNotes,Mono/Stereo,TrackFormat,Frequency,MediaType,FormType,Form,Format,Dimensions,PlaybackSpeed,Continent,Country,Region/State,Settlement/City,PreservationNote/PhysicalNote,QANotes,Finished,TopicalSubject,TopicalScheme,GeographicalSubject,GeographicalScheme,CorpSubject,CorpScheme,PersonalSubject,PersonalScheme
UMDM,,UMDM,,,2395,,,,,,,,,,,"Rescue the Dead on Third Rail Radio, WMUC, July 18, 2004",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Rescue the Dead plays live on Third Rail Radio at WMUC at the University of Maryland, July 18, 2004.",UniversityArchives,WMUC Archives,,2004-07-18,2004-07-18,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=8d38003d3e5c4ac,,bcast-035589-0001,00:25:57,00:25:57,7 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2396,,,,,,,,,,,"Snuggle on Third Rail Radio, WMUC, undated",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,Snuggle plays live on Third Rail Radio at WMUC at the University of Maryland in this undated session.,UniversityArchives,WMUC Archives,,unknown,,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,Some writing illegible,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=5e3c11027eb949f,,bcast-035590-0001,00:25:16,00:25:16,9 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2397,,,,,,,,,,,"Jeffrey Fields on Third Rail Radio, WMUC, August 1, 2004",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Jeffrey Fields plays live on Third Rail Radio at WMUC at the University of Maryland, August 01, 2004.",UniversityArchives,WMUC Archives,,2004-08-01,2004-08-01,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=b1c468cf5c934e6,,bcast-035591-0001,00:34:55,00:34:55,9 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2398,,,,,,,,,,,"Code on Third Rail Radio, WMUC, August 23, 2003.",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Code plays live on Third Rail Radio at WMUC at the University of Maryland, August 23, 2003.",UniversityArchives,WMUC Archives,,2003-08-23,2003-08-23,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=568f1677c4154be,,bcast-035592-0001,00:38:51,00:38:51,9 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2399,,,,,,,,,,,"Anabelle on Third Rail Radio, WMUC, June 10, 2007",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Anabelle plays live on Third Rail Radio at WMUC at the University of Maryland, June 10, 2007.",UniversityArchives,WMUC Archives,,2007-06-10,2007-06-10,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,Some writing illegible,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=8471f9946360456,,bcast-035593-0001,00:36:29,00:36:29,11 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2400,,,,,,,,,,,"Crow on Third Rail Radio, WMUC, June 27, 2004",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Crow plays live on Third Rail Radio at WMUC at the University of Maryland, June 27, 2004.",UniversityArchives,WMUC Archives,,2004-06-27,2004-06-27,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=c7f0c69f9b8f4d6,,bcast-035594-0001,00:21:45,00:21:45,3 Tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2401,,,,,,,,,,,"The Invisibles on Third Rail Radio, WMUC, July 25, 2004",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"The Invisibles play live on Third Rail Radio at WMUC at the University of Maryland, July 25, 2004.",UniversityArchives,WMUC Archives,,2004-07-25,2004-07-25,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=f29775054f004d6,,bcast-035595-0001,00:35:54,00:35:54,9 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2402,,,,,,,,,,,"To a Science on Third Rail Radio, WMUC, June 20, 2004",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"To a Science plays live on Third Rail Radio at WMUC at the University of Maryland, June 20, 2004.",UniversityArchives,WMUC Archives,,2004-06-20,2004-06-20,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=418d972e9c7f48c,,bcast-035596-0001,00:26:40,00:26:40,7 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2403,,,,,,,,,,,"The Stairs on Third Rail Radio, WMUC, June 13, 2004",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"The Stairs plays live on Third Rail Radio at WMUC at the University of Maryland, June 13, 2004.",UniversityArchives,WMUC Archives,,2004-06-13,2004-06-13,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=d63a1fa7be4d40c,,bcast-035997-0001,00:42:31,00:42:31,8 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2404,,,,,,,,,,,"The Florenteens on Third Rail Radio, WMUC, June 20, 2004",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"The Florenteens play live on Third Rail Radio at WMUC at the University of Maryland, June 20, 2004.",UniversityArchives,WMUC Archives,,2004-06-20,2004-06-20,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=bfe8e5508908450,,bcast-035598-0001,00:29:44,00:29:44,10 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2405,,,,,,,,,,,"Rebecca Have Mercy on Third Rail Radio, WMUC, August 15, 2004",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Rebecca Have Mercy plays live on Third Rail Radio at WMUC at the University of Maryland, August 15, 2004.",UniversityArchives,WMUC Archives,,2004-08-15,2004-08-15,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=6caaf030d2e7469,,bcast-035599-0001,00:15:19,00:15:19,4 tracks,DCMR,"Winterbottom, Brin",2015-05-05,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2406,,,,,,,,,,,"Private Eleanor on Third Rail Radio, WMUC, June 13, 2004",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Private Eleanor plays live on Third Rail Radio at WMUC at the University of Maryland, June 13, 2004.",UniversityArchives,WMUC Archives,,2004-06-13,2004-06-13,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=77033275ce2f48f,,bcast-035600-0001,00:26:14,00:26:14,7 tracks,DCMR,"Winterbottom, Brin",2015-05-06,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2407,,,,,,,,,,,"Marshall Plan on Third Rail Radio, WMUC, February 13, 2005",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Marshall Plan plays live on Third Rail Radio at WMUC at the University of Maryland, February 13, 2005.",UniversityArchives,WMUC Archives,,2005-02-13,2005-02-13,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=878e492ced7b47d,,bcast-035601-0001,00:34:17,00:34:17,8 tracks,DCMR,"Winterbottom, Brin",2015-05-06,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2408,,,,,,,,,,,"Morris on Third Rail Radio, WMUC, July 25, 2004",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Morris plays live on Third Rail Radio at WMUC at the University of Maryland, July 25, 2004.",UniversityArchives,WMUC Archives,,2004-07-25,2004-07-25,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=7d5719091392427,,bcast-035602-0001,00:25:39,00:25:39,7 tracks,DCMR,"Winterbottom, Brin",2015-05-06,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2409,,,,,,,,,,,"Fluid Pulse on Third Rail Radio, WMUC, May 9, 2004",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Fluid Pulse plays live on Third Rail Radio at WMUC at the University of Maryland, May 09, 2004.",UniversityArchives,WMUC Archives,,2004-05-09,2004-05-09,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=d44b3f0c95e5429,,bcast-035603-0001,00:29:30,00:29:30,7 tracks,DCMR,"Winterbottom, Brin",2015-05-06,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2410,,,,,,,,,,,"Hotel Yes on Third Rail Radio, WMUC, September 12, 2004",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Hotel Yes plays live on Third Rail Radio at WMUC at the University of Maryland, September 12, 2004.",UniversityArchives,WMUC Archives,,2004-09-12,2004-09-12,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=79bd5d46862a4ab,,bcast-035604-0001,00:30:11,00:30:11,6 tracks,DCMR,"Winterbottom, Brin",2015-05-06,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2411,,,,,,,,,,,"Mannequin on Third Rail Radio, WMUC, December 3, 2004",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Mannequin plays live at WMUC at the University of Maryland, December 03, 2004.",UniversityArchives,WMUC Archives,,2004-12-03,2004-12-03,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=acc2dbaf54b3426,,bcast-035605-0001,00:13:13,00:13:13,5 tracks,DCMR,"Winterbottom, Brin",2015-05-06,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2412,,,,,,,,,,,"Lejuene on Third Rail Radio, WMUC, September 12, 2004",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Lejuene plays live on Third Rail Radio at WMUC at the University of Maryland, September 12, 2004.",UniversityArchives,WMUC Archives,,2004-09-12,2004-09-12,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=4a24e4f4cfb34f3,,bcast-035606-0001,00:29:08,00:29:08,8 tracks,DCMR,"Winterbottom, Brin",2015-05-06,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2413,,,,,,,,,,,"The Gamma Raye on Third Rail Radio, WMUC, September 9, 2004",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Gamma Raye plays live on Third Rail Radio at WMUC at the University of Maryland, September 09, 2004.",UniversityArchives,WMUC Archives,,2004-09-09,2004-09-09,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,Some writing illegible,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=3011d195ecfe4bc,,bcast-035607-0001,00:16:38,00:16:38,6 tracks,DCMR,"Winterbottom, Brin",2015-05-06,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2414,,,,,,,,,,,"Famous in Vegas on Third Rail Radio, WMUC, September 5, 2006",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Famous in Vegas plays live on Third Rail Radio at WMUC at the University of Maryland, September 05, 2006.",UniversityArchives,WMUC Archives,,2006-09-05,2006-09-05,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=7ca3fc092049420,,bcast-035608-0001,00:31:51,00:31:51,12 tracks,DCMR,"Winterbottom, Brin",2015-05-06,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2415,,,,,,,,,,,"Pussyfoot on Third Rail Radio, WMUC, May 23, 2004",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Pussyfoot plays live on Third Rail Radio at WMUC at the University of Maryland, May 23, 2004.",UniversityArchives,WMUC Archives,,2004-05-23,2004-05-23,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=4ce1cc7a10f3451,,bcast-035609-0001,00:25:13,00:25:13,8 tracks,DCMR,"Winterbottom, Brin",2015-05-06,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2416,,,,,,,,,,,"TransOceanic on Third Rail Radio, WMUC",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,TransOceanic plays live on Third Rail Radio at WMUC at the University of Maryland.,UniversityArchives,WMUC Archives,,unknown,,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=8a5927855e40444,,bcast-035610-0001,00:16:37,00:16:37,6 tracks,DCMR,"Winterbottom, Brin",2015-05-06,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2417,,,,,,,,,,,"Fight Amputation on Third Rail Radio, WMUC, August 30, 2004",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Fight Amputation plays live on Third Rail Radio at WMUC at the University of Maryland, August 30, 2004.",UniversityArchives,WMUC Archives,,2004-08-30,2004-08-30,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=c5d6f70f1720458,,bcast-035611-0001,00:28:27,00:28:27,8 tracks,DCMR,"Winterbottom, Brin",2015-05-06,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2418,,,,,,,,,,,"All Green Lights on Third Rail Radio, WMUC, August 20, 2004",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"All Green Lights plays live on Third Rail Radio at WMUC at the University of Maryland, August 20, 2004.",UniversityArchives,WMUC Archives,,2004-08-20,2004-08-20,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=40fed0cb9d5b48d,,bcast-035612-0001,00:43:31,00:43:31,7 tracks,DCMR,"Winterbottom, Brin",2015-05-06,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2419,,,,,,,,,,,"Alcian Blue on Third Rail Radio, WMUC, August 22, 2004",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Alcian Blue plays live on Third Rail Radio at WMUC at the University of Maryland, August 22, 2004.",UniversityArchives,WMUC Archives,,2004-08-22,2004-08-22,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=5b80276b58724a8,,bcast-035613-0001,00:32:55,00:32:55,6 tracks,DCMR,"Winterbottom, Brin",2015-05-06,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2420,,,,,,,,,,,"Drone Dimension on Third Rail Radio, WMUC, August 22, 2004",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"Drone Dimension plays live on Third Rail Radio at WMUC at the University of Maryland, August 22, 2004.",UniversityArchives,WMUC Archives,,2004-08-22,2004-08-22,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=80f12644811644b,,bcast-035614-0001,00:39:49,00:39:49,7 tracks,DCMR,"Winterbottom, Brin",2015-05-06,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2421,,,,,,,,,,,"The Underground Press on Third Rail Radio, WMUC, August 15, 2008",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,"The Underground Press plays live on Third Rail Radio at WMUC at the University of Maryland, August 15, 2008.",UniversityArchives,WMUC Archives,,2008-08-15,2008-08-15,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,Some writing illegible,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=6947efb057c7443,,bcast-035615-0001,00:27:14,00:27:14,8 tracks,DCMR,"Winterbottom, Brin",2015-05-06,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
UMDM,,UMDM,,,2422,,,,,,,,,,,"Excelone on Third Rail Radio, WMUC, undated",,,,,,"WMUC (Radio station : College Park, Md.)",corpName,Excelone plays live on Third Rail Radio at WMUC at the University of Maryland in this undated session.,UniversityArchives,WMUC Archives,,unknown,,2001-2100,English,,WMUC Collection,"5: Audio Materials, 1960s-2000s",,,,"University of Maryland (College Park, Md.)",Access is restricted to patrons at the University of Maryland.,"Broadcasting, Communications; Performing Arts, Music",,,,,sound,digital,instrumental and vocal music,CD,"5""",,North America,United States,Maryland,College Park,,,,,,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=7ec73b9488b9446,,bcast-035616-0001,00:16:24,00:16:24,4 tracks,DCMR,"Winterbottom, Brin",2015-05-06,N/A,N/A,CDex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,yes,,,,,,,,
