XMLType,DigitalCollectionsURLs,UMDM,UMAM,SharestreamURLs,Identifier,FileName,DurationMasters,DurationDerivatives,DigitizationNotes,DigitizedByDept,DigitizedByPers,DateDigitized,PlaybackDevice,AnalogInterface,DigitizationSoftware,Title,AlternateTitle,Creator,CreatorType,Contributor,ContributorType,Provider/Publisher,Provider/PublisherType,Description/Summary,Credits,Department,FedoraCollection,DateAttribute,DateCreated,OriginalBroadcastDate,Century,Language,Accession,Series,Subseries,Box,Item,ArchivalCollection,CopyrightHolder,Rights,RepositoryBrowse,RecordingNotes,Mono/Stereo,TrackFormat,MediaType,FormType,Form,Format,Dimensions,PlaybackSpeed,Continent,Country,Region/State,Settlement/City,FrameRate,ImageResolution (PPI),AspectRatio,TimeStart (timecode),ChannelConfiguration,Color,PreservationNote/PhysicalNote,QANotes,Finished,TopicalSubject,TopicalScheme,GeographicalSubject,GeographicalScheme,CorpSubject,CorpScheme,PersonalSubject,PersonalScheme
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=c3d3f05789c3450,19760918-FB-Def02,19760918-FB-Def02,00:04:43,00:04:43,,,,2015-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,duration of mp4 is 00:04:43 not 00:04:40,,,,,,,,,
UMDM,,UMDM,,,19760918-FB-Off01,,,,,,,,,,,"Football: Maryland (24) vs. West Virginia (3), September 18, 1976",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the first half offense of the football game between Maryland (24) and West Virginia (3) on September 18, 1976",,University Archives,University AlbUM,,1976-09-18,,1901-2000,,2009-33,,,Box 3,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=751a2410981c481,19760918-FB-Off01,19760918-FB-Off01,00:09:00,00:09:00,,,,2015-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,duration of mp4 is 00:09:00 not 00:08:58; frequent light flashes and color fluctuations in beginning of film; unsure if fixable,,,,,,,,,
UMDM,,UMDM,,,19761119-FB-0001-1Off,,,,,,,,,,,"Football: Maryland (28) vs. Virginia (0), November 19, 1976",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the first half offense of the football game between Maryland (28) and Virginia (0) on November 19, 1976",,University Archives,University AlbUM,,1976-11-19,,1901-2000,,96-52,,,Box 33,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=4ba4a01b6258490,19761119-FB-0001-1Off,19761119-FB-0001-1Off,00:06:45,00:06:45,,,,2015-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,duration of mp4 is 00:06:45 not 00:06:43; file misnamed,,,,,,,,,
UMDM,,UMDM,,,19770924-FB-0001-Penn,,,,,,,,,,,"Football: Maryland (9) vs. Penn State (27), September 24, 1977",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the football game between Maryland (9) and Penn State (27) on September 24, 1977",,University Archives,University AlbUM,,1977-09-24,,1901-2000,,2009-33,,,Box 2,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=e024ffa0aad64af,19770924-FB-0001-Penn,19770924-FB-0001-Penn,00:11:52,00:11:52,,,,2015-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,"duration of mp4 is 00:11:52 not 00:11:50; tears along left edge throughout entire film affecting viewing quality, but inherent and likely unfixable",,,,,,,,,
UMDM,,UMDM,,,19781028-FB-0001-High,,,,,,,,,,,"Football: Maryland (27) vs. Duke (0), October 28, 1978",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the highlights of the football game between Maryland (27) and Duke (0) on October 28, 1978",,University Archives,University AlbUM,,1978-10-28,,1901-2000,,2003-13,,,Box 14,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"3""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=1abade7136ff461,19781028-FB-0001-High,19781028-FB-0001-High,00:00:53,00:00:53,,,,2015-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,duration of mp4 is 00:00:53 not 00:00:50,,,,,,,,,
UMDM,,UMDM,,,19781104-FB-0001-High01,,,,,,,,,,,"Football: Maryland (3) vs. Penn State (27), November 04, 1978",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the highlights of the football game between Maryland (3) and Penn State (27) on November 04, 1978",,University Archives,University AlbUM,,1978-11-04,,1901-2000,,2003-13,,,Box 14,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"3""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=3f4d9edb67e14ba,19781104-FB-0001-High01,19781104-FB-0001-High01,00:01:00,00:01:00,,,,2015-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,duration of mp4 is 00:01:00 not 00:00:56,,,,,,,,,
UMDM,,UMDM,,,19781104-FB-0002-High02,,,,,,,,,,,"Football: Maryland (3) vs. Penn State (27), November 04, 1978",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the highlights of the football game between Maryland (3) and Penn State (27) on November 04, 1978",,University Archives,University AlbUM,,1978-11-04,,1901-2000,,2003-13,,,Box 14,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"3""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=e90aa8dd0e784e4,19781104-FB-0002-High02,19781104-FB-0002-High02,00:01:02,00:01:02,,,,2015-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,duration of mp4 is 00:01:02 not 00:00:56,,,,,,,,,
UMDM,,UMDM,,,19781104-FB-0003-High03,,,,,,,,,,,"Football: Maryland (3) vs. Penn State (27), November 04, 1978",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the highlights of the football game between Maryland (3) and Penn State (27) on November 04, 1978",,University Archives,University AlbUM,,1978-11-04,,1901-2000,,2003-13,,,Box 14,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"3""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=0171ef996d3c485,19781104-FB-0003-High03,19781104-FB-0003-High03,00:01:02,00:01:02,,,,2015-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,duration of mp4 is 00:01:02 not 00:00:56,,,,,,,,,
UMDM,,UMDM,,,19781118-FB-0001-HIgh01,,,,,,,,,,,"Football: Maryland (24) vs. Clemson (28), November 18, 1978",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the highlights of the football game between Maryland (24) and Clemson (28) on November 18, 1978",,University Archives,University AlbUM,,1978-11-18,,1901-2000,,2003-13,,,Box 14,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"3""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=8bf1b6a5c3bc404,19781118-FB-0001-HIgh01,19781118-FB-0001-HIgh01,00:01:11,00:01:11,,,,2015-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,duration of mp4 is 00:01:11 not 00:01:06,,,,,,,,,
UMDM,,UMDM,,,19800920-FB-0001-1Qtr,,,,,,,,,,,"Football: Maryland (14) vs. West Virginia (11), September 20, 1980",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the first quarter of the football game between Maryland (14) and West Virginia (11) on September 20, 1980",,University Archives,University AlbUM,,1980-09-20,,1901-2000,,96-52,,,Box 8,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=291be2735beb4e0,19800920-FB-0001-1Qtr,19800920-FB-0001-1Qtr,00:09:54,00:09:54,,,,2015-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,duration of mp4 is 00:09:54 not 00:09:50,,,,,,,,,
UMDM,,UMDM,,,19800920-FB-0002-4Qtr,,,,,,,,,,,"Football: Maryland (14) vs. West Virginia (11), September 20, 1980",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the fourth quarter of the football game between Maryland (14) and West Virginia (11) on September 20, 1980",,University Archives,University AlbUM,,1980-09-20,,1901-2000,,96-52,,,Box 8,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=4c32f7ca526b42a,19800920-FB-0002-4Qtr,19800920-FB-0002-4Qtr,00:11:56,00:11:56,,,,2015-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,duration of mp4 is 00:11:56 not 00:11:53,,,,,,,,,
UMDM,,UMDM,,,19811024-FB-0001-1stQtr,,,,,,,,,,,"Football: Maryland (24) vs. Duke (21), October 24, 1981",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the first quarter of the football game between Maryland (24) and Duke (21) on October 24, 1981",,University Archives,University AlbUM,,1981-10-24,,1901-2000,,96-52,,,Box 6,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=cff85031b6e04b6,19811024-FB-0001-1stQtr,19811024-FB-0001-1stQtr,00:11:39,00:11:39,,,,2015-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,duration of mp4 is 00:11:39 not 00:11:30,,,,,,,,,
UMDM,,UMDM,,,19811024-FB-0002-2stQtr,,,,,,,,,,,"Football: Maryland (24) vs. Duke (21), October 24, 1981",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the second quarter of the football game betweenMaryland (24) and Duke (21) on October 24, 1981",,University Archives,University AlbUM,,1981-10-24,,1901-2000,,96-52,,,Box 6,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=d5c09dcf801e404,19811024-FB-0002-2stQtr,19811024-FB-0002-2stQtr,00:09:28,00:09:28,,,,2015-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,duration of mp4 is 00:09:34 not 00:09:28; flash on left side at 00:08:53 inherent,,,,,,,,,
UMDM,,UMDM,,,19811024-FB-0003-3rdQtr,,,,,,,,,,,"Football: Maryland (24) vs. Duke (21), October 24, 1981",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the third quarter of the football game between Maryland (24) and Duke (21) on October 24, 1981",,University Archives,University AlbUM,,1981-10-24,,1901-2000,,96-52,,,Box 6,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=4a86fd675f8349e,19811024-FB-0003-3rdQtr,19811024-FB-0003-3rdQtr,00:09:01,00:09:01,,,,2015-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,duration of mp4 is 00:09:01 not 00:08:58,,,,,,,,,
UMDM,,UMDM,,,19811024-FB-0004-4thQtr,,,,,,,,,,,"Football: Maryland (24) vs. Duke (21), October 24, 1981",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the fourth quarter of the football game between Maryland (24) and Duke (21) on October 24, 1981",,University Archives,University AlbUM,,1981-10-24,,1901-2000,,96-52,,,Box 6,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=25530c5243e240f,19811024-FB-0004-4thQtr,19811024-FB-0004-4thQtr,00:09:29,00:09:29,,,,2015-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,n/a,,,,,,,,,
UMDM,,UMDM,,,19811107-FB-0001-1stQtr,,,,,,,,,,,"Football: Maryland (7) vs. Tulane (14), November 07, 1981",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the first quarter of the football game between Maryland (7) and Tulane (14) on November 07, 1981",,University Archives,University AlbUM,,1981-11-07,,1901-2000,,96-52,,,Box 26,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=adee505326864c8,19811107-FB-0001-1stQtr,19811107-FB-0001-1stQtr,00:05:19,00:05:19,,,,2015-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,tungsten sheen is from Superdome lighting,,,,,,,,,
UMDM,,UMDM,,,19811107-FB-0002-2ndQtr,,,,,,,,,,,"Football: Maryland (7) vs. Tulane (14), November 07, 1981",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the second quarter of the football game betweenMaryland (7) and Tulane (14) on November 07, 1981",,University Archives,University AlbUM,,1981-11-07,,1901-2000,,96-52,,,Box 26,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=b19585942dac4a4,19811107-FB-0002-2ndQtr,19811107-FB-0002-2ndQtr,00:09:07,00:09:07,,,,2015-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,duration of mp4 is 00:09:07 not 00:09:03; scratches 00:00:23-00:00:25; tungsten sheen is from Superdome lighting,,,,,,,,,
UMDM,,UMDM,,,19811107-FB-0003-3rdQtr,,,,,,,,,,,"Football: Maryland (7) vs. Tulane (14), November 07, 1981",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the third quarter of the football game between Maryland (7) and Tulane (14) on November 07, 1981",,University Archives,University AlbUM,,1981-11-07,,1901-2000,,96-52,,,Box 26,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=cc41a373e118457,19811107-FB-0003-3rdQtr,19811107-FB-0003-3rdQtr,00:09:51,00:09:51,,,,2015-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,duration of mp4 is 00:09:51 not 00:09:48; tungsten sheen is from Superdome lighting,,,,,,,,,
UMDM,,UMDM,,,19811107-FB-0004-4thQtr,,,,,,,,,,,"Football: Maryland (7) vs. Tulane (14), November 07, 1981",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the fourth quarter of the football game between Maryland (7) and Tulane (14) on November 07, 1981",,University Archives,University AlbUM,,1981-11-07,,1901-2000,,96-52,,,Box 26,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=e838fb95ea82416,19811107-FB-0004-4thQtr,19811107-FB-0004-4thQtr,00:08:48,00:08:48,,,,2015-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,tungsten sheen is from Superdome lighting,,,,,,,,,
UMDM,,UMDM,,,19830917-FB-0001-Off1,,,,,,,,,,,"Football: Maryland vs. West Virginia, September 17, 1983",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the first half offense of the football game between Maryland and West Virginia on September 17, 1983",,University Archives,University AlbUM,,1983-09-17,,1901-2000,,2010-140,,,Box 2,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=3925916e66d94af,19830917-FB-0001-Off1,19830917-FB-0001-Off1,00:09:45,00:09:45,,,,2015-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,duration of mp4 is 00:09:45 not 00:09:41,,,,,,,,,
UMDM,,UMDM,,,19830917-FB-0002-Off2,,,,,,,,,,,"Football: Maryland vs. West Virginia, September 17, 1983",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the second half offense of the football game between Maryland and West Virginia on September 17, 1983",,University Archives,University AlbUM,,1983-09-17,,1901-2000,,2010-140,,,Box 2,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=2a7dc583928445f,19830917-FB-0002-Off2,19830917-FB-0002-Off2,00:06:51,00:06:51,,,,2015-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,duration of mp4 is 00:06:51 not 00:06:48; scratches at 00:06:46,,,,,,,,,
UMDM,,UMDM,,,19830917-FB-0003-Off3,,,,,,,,,,,"Football: Maryland vs. West Virginia, September 17, 1983",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the second half offense of the football game between Maryland and West Virginia on September 17, 1983",,University Archives,University AlbUM,,1983-09-17,,1901-2000,,2010-140,,,Box 2,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=1ad654b1866346c,19830917-FB-0003-Off3,19830917-FB-0003-Off3,00:05:44,00:05:44,,,,2015-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,duration of mp4 is 00:05:44 not 00:05:36,,,,,,,,,
UMDM,,UMDM,,,19831015-FB-0001-Off1,,,,,,,,,,,"Football: Maryland vs. Wake Forest, October 15, 1983",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the first half offense of the football game between Maryland and Wake Forest on October 15, 1983",,University Archives,University AlbUM,,1983-10-15,,1901-2000,,2010-140,,,Box 2,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=9ae6ea87281a4c9,19831015-FB-0001-Off1,19831015-FB-0001-Off1,00:09:23,00:09:23,,,,2015-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,duration of mp4 is 00:09:23 not 00:09:18,,,,,,,,,
UMDM,,UMDM,,,19831022-FB-0001-Off1,,,,,,,,,,,"Football: Maryland vs. Duke, October 22, 1983",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the first half offense of the football game between Maryland and Duke on October 22, 1983",,University Archives,University AlbUM,,1983-10-22,,1901-2000,,2010-140,,,Box 2,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=69f89d886b9a464,19831022-FB-0001-Off1,19831022-FB-0001-Off1,00:08:10,00:08:10,,,,2015-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,duration of mp4 is 00:08:10 not 00:07:58; markings from 00:07:54-00:07:56 - similar to markings on film customary at end of reels and inherent to film,,,,,,,,,
UMDM,,UMDM,,,19831105-FB-0001-Off1,,,,,,,,,,,"Football: Maryland vs. Auburn, November 05, 1983",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the first half offense of the football game between Maryland and Auburn on November 05, 1983",,University Archives,University AlbUM,,1983-11-05,,1901-2000,,2010-140,,,Box 2,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=bfed9f0304c6483,19831105-FB-0001-Off1,19831105-FB-0001-Off1,00:10:08,00:10:08,,,,2015-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,duration of mp4 is 00:10:08 not 00:09:58; flash at 00:02:37,,,,,,,,,
UMDM,,UMDM,,,19831105-FB-0002-Off2,,,,,,,,,,,"Football: Maryland vs. Auburn, November 05, 1983",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the second half offense of the football game between Maryland and Auburn on November 05, 1983",,University Archives,University AlbUM,,1983-11-05,,1901-2000,,2010-140,,,Box 2,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
